,year,term,country,c_all,c_within_3days,c_4to6days,c_7to13days,c_14to20days,c_21to27days,c_28to90days,c_91days_to_1year,c_male_all,c_male10s,c_male20s,c_male30s,c_male40s,c_male50s,c_male60s,c_male_over70,c_female_all,c_female10s,c_female20s,c_female30s,c_female40s,c_female50s,c_female60s,c_female_over70,c_japan_first,c_japan_second,c_japan_third,c_japan_fourth,c_japan_fifth,c_japan_sixth_to_ninth,c_japan_10_to_19,c_japan_over20,c_japan_zenkai_hajimete,c_japan_zenkai_ari,c_japan_zenkai_1year,c_japan_zenkai_3year,c_japan_zenkai_5year,c_japan_zenkai_10year,c_japan_zenkai_over10year,c_japan_pastyear_0,c_japan_pastyear_1,c_japan_pastyear_2,c_japan_pastyear_3to5,c_japan_pastyear_6to9,c_japan_pastyear_over10,c_single,c_partner,c_family,c_colleague,c_friend,c_doukou_other,c_hotel,c_ryokan,c_condo,c_ryo,c_friend_house,c_hostel,c_capsule,c_yuryo,c_stay_other,c_no_stay,c_tour,c_package,c_own,c_store,c_web,c_phone,c_income_500,c_income_1000,c_income_2000,c_income_3000,c_income_over3000,c_income_unknown,c_fsa,c_lcc,c_ship,a_all,a_within_3days,a_4to6days,a_7to13days,a_14to20days,a_21to27days,a_28to90days,a_91days_to_1year,a_male_all,a_male10s,a_male20s,a_male30s,a_male40s,a_male50s,a_male60s,a_male_over70,a_female_all,a_female10s,a_female20s,a_female30s,a_female40s,a_female50s,a_female60s,a_female_over70,a_japan_first,a_japan_second,a_japan_third,a_japan_fourth,a_japan_fifth,a_japan_sixth_to_ninth,a_japan_10_to_19,a_japan_over20,a_japan_zenkai_hajimete,a_japan_zenkai_ari,a_japan_zenkai_1year,a_japan_zenkai_3year,a_japan_zenkai_5year,a_japan_zenkai_10year,a_japan_zenkai_over10year,a_japan_pastyear_0,a_japan_pastyear_1,a_japan_pastyear_2,a_japan_pastyear_3to5,a_japan_pastyear_6to9,a_japan_pastyear_over10,a_single,a_partner,a_family,a_colleague,a_friend,a_doukou_other,a_hotel,a_ryokan,a_condo,a_ryo,a_friend_house,a_hostel,a_capsule,a_yuryo,a_stay_other,a_no_stay,a_tour,a_package,a_own,a_store,a_web,a_phone,a_income_500,a_income_1000,a_income_2000,a_income_3000,a_income_over3000,a_income_unknown,a_fsa,a_lcc,a_ship
45,2018,3,China,169939.5384,139152.9163,137902.0858,189558.4936,376939.7912,305903.4318,214910.975,752300.0,157992.9873,108443.6093,181644.8632,160477.8041,156026.5579,178351.3874,72575.8308,31070.5735,176391.7181,139837.1882,174444.3476,214920.4732,156998.0666,156874.3622,145930.818,42000.0,156054.3025,192552.5777,170389.9295,164305.5591,279684.2237,165639.3689,249403.0722,233872.5134,156054.3025,191482.0862,195860.5482,201827.2547,164165.095,122213.0731,173972.6559,162300.0354,201611.1304,140862.5939,220010.3437,228877.6459,394557.4211,218485.3534,177522.671,146044.2991,157370.5131,206904.3038,120660.6872,167197.1724,155560.0706,123758.2973,36000.0,193178.7242,108021.1914,144786.775,191988.8907,603053.3333,,115382.1315,156887.1914,205874.0446,132465.8817,190957.1905,112998.8536,180449.6293,189180.3229,276289.721,,260488.9104,164015.0832,173070.0605,142052.2107,,848,13,418,388,21,3,3,2,299,36,75,108,61,12,5,2,549,72,173,159,111,21,12,1,504,145,76,49,22,26,18,8,504,344,197,99,28,14,6,651,120,39,32,4,2,77,76,475,20,192,8,740,260,2,1,30,6,5,92,3,0,307,74,467,294,541,13,112,40,14,0,9,673,757,91,0
46,2018,3,Thailand,91401.2459,43657.3185,75303.5851,112320.4792,137555.866,,123825.8,,98748.0155,115397.548,76787.4939,119777.6935,100509.8272,87429.4515,122478.8512,113800.0,85977.1722,53303.9416,93731.3537,87710.4973,76266.2979,96085.2387,38219.3066,,82557.2122,82412.5408,98138.7405,65689.0214,135090.5375,104445.0806,107576.4566,110264.0285,82557.2122,95529.2144,101778.8639,87781.1252,68451.4754,123598.7431,18814.4444,82929.7466,111148.2038,75314.8923,125544.24,69484.71,109111.0609,124188.8265,97294.7027,76317.5629,96002.3218,90187.7751,129870.5967,96991.4442,67285.7498,112043.885,60000.0,80266.5298,125794.7512,87868.0367,129005.0032,131974.9647,,52235.3886,52516.039,113998.292,80592.0372,97878.4912,68729.4349,91135.9852,117052.819,76882.5277,113816.3586,106955.3688,91150.2507,103748.2643,85804.9864,,207,9,120,61,16,0,1,0,84,1,26,23,20,9,4,1,123,5,40,50,17,8,3,0,64,31,24,24,16,28,13,7,64,143,97,28,10,5,3,110,49,28,16,1,3,35,25,84,8,52,3,163,32,1,1,20,15,2,12,7,0,55,15,137,61,135,11,42,4,7,1,3,150,75,132,0
47,2018,3,Singapore,173876.1216,75628.3417,197918.8405,155097.4403,274769.9879,60643.325,307622.7944,,192871.4657,307596.366,165390.9205,162672.3003,308274.7416,155998.781,199221.8696,,162008.1123,74315.2221,157538.7928,157543.3636,190201.8154,190590.5635,192405.725,,142253.4115,181231.8042,143331.2242,160140.9414,220148.5916,207329.7395,185472.5756,293841.8856,142253.4115,188922.0415,181849.9602,185117.5255,255713.3166,79989.0653,343909.9463,168225.3767,172279.2397,150025.7761,349059.9277,152798.3541,,188816.83,159428.678,162956.0908,,202010.1545,74050.0,180361.0644,181343.7052,,240869.112,46075.2722,166241.1265,131654.0198,162534.1668,237751.8831,,29432.5228,39746.9628,183633.9636,153119.1752,174548.9324,249946.1513,162892.263,91250.0,101751.8031,423363.4234,607869.009,162008.4424,193908.1231,130080.2375,,107,2,20,76,6,1,2,0,44,1,17,12,7,4,3,0,63,4,21,17,16,4,1,0,33,19,14,9,5,11,11,5,33,74,44,15,5,6,4,63,28,11,3,2,0,14,23,39,0,30,1,83,15,0,1,2,6,4,18,1,0,2,4,101,13,90,4,7,2,6,3,1,88,65,42,0
48,2018,3,Malaysia,124782.5243,13781.5811,71752.4813,126919.6164,183052.0738,1621920.0,532572.429,,139860.2932,242802.174,92494.4249,103515.1214,113241.7189,126433.9425,541020.1368,732174.96,115439.1782,42454.1691,127330.6777,105685.484,132793.3835,107257.1654,0.0,,121709.8525,154945.6859,104933.2502,102274.625,93337.232,118919.8526,92755.69,179508.6535,121709.8525,127277.3645,107725.5184,118402.7795,68213.0439,285408.4155,131955.7407,130357.8251,102987.1657,83918.7406,178523.397,23300.0,,122920.0747,166130.5691,100533.8817,46843.2196,156992.3956,78104.4383,110015.4933,125257.5927,102653.3333,,427891.1567,144953.5427,150081.616,99164.1218,146301.6561,,69201.6096,131517.622,138831.3048,103378.0265,132937.298,63709.2906,121152.3129,42955.186,138574.5333,92678.0,73489.68,128168.3832,133723.952,116343.9372,,209,3,60,137,6,1,2,0,81,2,23,36,8,7,4,1,128,3,49,35,23,16,2,0,97,41,26,14,7,12,6,6,97,112,50,40,7,10,5,159,33,9,7,1,0,22,28,103,2,51,3,160,46,1,0,9,22,7,35,7,0,41,13,155,47,157,5,31,5,3,1,1,168,97,112,0
49,2018,3,Indonesia,102348.7673,59363.6765,78778.2788,123105.361,100866.992,161000.0,,,96599.8667,79335.3723,97956.338,84035.6015,107236.7109,138001.2247,,,108234.5283,80081.0066,105764.7808,141100.6654,97590.851,56023.1074,,,90555.7849,97617.7275,78839.2927,118284.8425,247466.6667,436489.1743,113494.178,,90555.7849,121528.4456,102357.3634,159011.7475,130375.0323,76521.8644,73765.6,102347.1889,113182.0781,73974.9888,80410.0,,,136155.6857,99692.5644,104357.7211,90972.03,77496.8629,0.0,110877.9467,75994.3224,19413.663,,78509.5143,122035.7632,117800.0,72529.8588,102218.6572,,49692.6292,11913.6935,114127.9623,84425.563,116506.1591,53527.611,104182.749,86387.522,,,,102138.2226,119567.9264,78857.0664,,120,3,50,63,3,1,0,0,61,8,18,18,12,5,0,0,59,4,19,19,12,5,0,0,76,18,11,7,3,2,3,0,76,44,17,16,5,5,1,103,12,4,1,0,0,20,10,60,4,25,1,95,8,1,0,5,9,1,14,2,0,13,7,100,50,65,5,14,1,0,0,0,105,80,40,0
50,2018,3,Phillipines,127605.5658,87850.729,93347.83,147099.969,156057.1571,,186438.4985,98626.9433,140099.5799,67453.35,79020.5854,115476.8739,271390.876,66418.3169,173855.6615,,118687.5636,83889.0853,97559.6016,143424.6136,170638.3815,74490.5277,161068.2732,0.0,123175.0075,126892.6512,128755.0135,63061.6385,114573.925,110350.374,527110.585,84046.6187,123175.0075,131431.7288,119835.0069,128050.7032,128500.0,215581.6705,236464.1025,130587.4802,86289.2422,282476.2788,80429.503,,92000.0,143179.7977,135263.5685,128299.8713,69800.0,102593.3446,49830.6542,158200.1691,130628.7661,24000.0,,82322.3608,80696.851,108869.2442,74642.4645,238175.0189,,13000.0,127136.0522,128168.3654,156457.4823,122617.8793,133273.2748,117824.4722,152767.6662,285921.6638,256546.52,,123239.9203,118190.4714,134398.2661,,133,4,50,61,9,0,7,2,54,1,21,13,13,2,4,0,79,3,34,13,16,8,4,1,60,31,18,7,4,4,3,6,60,73,38,28,2,3,2,95,26,7,4,0,1,28,17,66,1,19,2,79,15,1,0,17,15,6,22,3,0,1,2,130,18,110,5,16,5,2,1,0,109,61,72,0
51,2018,3,Vietnam,73531.9586,21902.4126,61520.1342,111002.7396,189951.4864,35184.9718,227000.0,105000.0,61654.8557,36932.2217,71389.366,55500.4366,84616.3823,68662.74,52637.7244,11000.0,82829.8141,61380.5182,79531.0479,93987.8858,96361.3419,76485.1201,67964.0735,31784.6689,69279.5546,81216.9654,55501.5228,114810.291,,122726.3126,97119.6493,165000.0,69279.5546,89746.8376,125506.036,58796.4107,33148.9628,48252.4871,67058.822,67677.4914,92024.8855,179145.3648,167912.6571,,,121651.4837,52168.151,64735.7833,61675.8811,68935.1203,64183.1661,71068.0015,78876.7889,,37668.3,58168.6076,162293.3949,,106700.9173,227000.0,,59397.6337,52363.0958,141251.183,62971.1585,111082.4327,76193.3375,114544.8666,53948.8,,,,72289.0184,72130.0324,158370.0,,167,3,126,29,5,2,1,1,74,11,14,18,13,9,8,1,93,8,18,21,23,14,6,3,132,17,6,3,0,5,3,1,132,35,17,12,2,2,2,150,10,3,4,0,0,27,9,99,12,16,4,140,45,0,1,9,6,0,4,1,0,118,17,32,124,35,8,5,1,0,0,0,161,164,3,0
52,2018,3,India,97442.886,22753.7,72474.2743,107319.5439,162066.3831,42666.6667,41750.0,,101685.0208,,115536.2673,97906.8118,181402.835,44618.5713,94060.97,0.0,84508.8918,,29333.3333,69120.7855,91767.9315,416927.52,4500.0,,96845.9776,62998.4281,,,199774.8885,130800.0,182232.1908,,96845.9776,99980.0006,127484.9126,,90078.6626,,27500.0,94280.8504,106056.4332,182232.1908,,,,91435.0348,89357.3719,101092.1094,61534.82,139315.232,,101609.5856,441736.9665,,,86114.0219,108420.5587,151425.0342,84194.7333,,,38479.9973,84652.275,114253.7637,76026.5979,107726.4329,,80777.6183,199614.525,155787.021,,71000.0,93592.0789,101399.8647,43584.6131,,40,2,12,18,6,1,1,0,29,0,6,10,5,5,2,1,11,0,2,2,5,1,1,0,32,5,0,0,1,1,1,0,32,8,4,0,3,0,1,36,3,1,0,0,0,13,8,12,2,5,0,26,2,0,0,8,6,2,5,0,0,8,3,29,13,27,0,5,1,2,0,1,31,37,3,0
53,2018,3,UK,218710.4377,40884.4592,191830.2479,134582.3695,249810.8619,428902.5464,249864.1611,457000.0,230752.6536,211692.7109,238683.7836,234759.4529,147175.5069,208020.7711,374326.6098,,192690.6278,169811.7491,164907.7968,348832.6355,170817.442,112916.3038,,284839.28,223629.4624,227814.4058,179133.7571,213449.4825,,195127.625,144436.55,,223629.4624,203111.2788,163037.2639,271377.8612,173853.4664,144928.026,208252.909,223944.3981,179999.6599,103668.8781,,,,269925.6265,220948.3338,183738.5701,,164634.7762,,230987.5589,205280.6158,,95000.0,135480.7908,222528.7616,207004.4748,206730.703,241049.2387,,135039.0981,92570.9237,235425.9417,200536.2124,225652.4928,129868.3223,257188.572,188648.3865,136283.1648,435848.9825,253341.375,220166.6253,223052.4138,158088.8821,,104,1,8,38,37,9,10,1,71,10,18,15,9,12,7,0,33,2,18,5,4,3,0,1,79,12,8,2,0,1,2,0,79,25,9,7,3,1,5,95,7,2,0,0,0,36,21,34,0,13,0,79,29,0,1,8,24,5,13,6,0,3,10,91,21,81,2,6,8,7,2,1,80,97,7,0
54,2018,3,Germany,207243.4855,74397.9764,53428.5618,150703.6505,229918.6952,318287.309,342483.9553,100554.3382,217511.3342,106641.5672,213493.2854,199590.1307,246535.9275,396370.961,117856.0549,,190472.3615,114030.9983,205165.5765,184916.9206,269846.5797,166270.1949,,,214115.0514,204818.9906,230203.5134,96264.312,219099.4563,211868.0883,107009.9738,100154.5418,214115.0514,194250.205,180701.8431,233325.9758,178581.1199,152631.2921,258453.48,213727.0235,195981.8944,186200.8317,128190.838,,,198406.5082,183849.7709,220437.3512,,226609.798,171325.3412,229073.1373,282309.4168,,,166857.946,204594.0205,233426.063,238651.0888,250917.1879,,33136.4563,121908.1514,212746.4143,226339.6218,203777.4174,161771.753,191525.6078,172265.3246,243058.6778,,,208872.6092,214011.2758,97507.5965,,135,4,5,47,54,14,10,1,83,8,32,23,11,7,2,0,52,5,23,9,4,11,0,0,88,24,6,3,2,7,4,1,88,47,26,13,3,4,1,109,14,7,5,0,0,43,24,28,0,36,4,100,24,0,0,14,29,9,19,12,0,2,5,128,26,107,2,7,6,4,0,0,118,127,8,0
55,2018,3,France,201621.5272,36638.555,197375.9841,131885.0617,195610.8874,341843.3682,236631.1686,1550975.27,190238.4457,229309.3306,175806.71,264609.4364,178793.1528,69002.7977,77000.0,38793.9,217453.2242,239501.9856,203370.803,174609.5272,377477.8614,167643.3893,306471.81,,196489.639,175404.9398,150970.3947,1550975.27,102997.9424,,29801.31,68535.89,196489.639,222956.9008,124942.7144,321355.3366,295224.825,152049.1782,103000.0,206163.8779,156083.322,111244.4158,,29801.31,,221970.057,185183.817,205556.9578,159054.99,194565.4687,,223817.5551,247795.1669,110172.4161,361000.0,133330.4386,183357.2664,159859.6561,224705.3538,297971.2997,,90809.349,82009.7602,214089.6989,128548.2301,220396.1776,,295466.0744,132734.7031,195576.5341,,,200698.0,203768.912,130406.2062,,104,2,2,34,47,9,9,1,60,7,28,14,4,5,1,1,44,3,23,8,5,4,1,0,84,13,1,1,3,0,1,1,84,20,6,9,1,3,1,98,4,1,0,1,0,23,25,40,1,15,0,65,33,3,1,14,26,7,26,11,0,6,6,92,23,81,0,4,4,3,0,0,93,100,4,0
56,2018,3,Italy,193217.7338,41380.16,44112.9218,200612.972,200523.9008,199622.7003,228151.2363,,193888.4704,274854.2587,168490.9458,180350.6092,239850.469,146584.8623,270616.2565,,192025.3133,169618.2355,125583.9362,185049.2396,217446.2693,282244.2992,139193.0678,,182163.134,206481.7448,209127.1966,195606.9,116871.5183,,411443.275,439680.257,182163.134,228223.9666,210174.6544,203624.0969,411443.275,214464.178,355938.904,191743.219,114671.5183,305677.7904,,,,222907.3883,206833.3558,172286.4175,,195501.7392,81360.7976,198714.6041,205855.0405,191382.8978,,202373.304,195977.608,205365.865,210178.6651,172653.8425,,87092.183,77980.8058,210105.4418,101000.0653,220038.0842,166579.097,197622.5923,157179.9515,83406.885,,,196207.3571,193217.7338,,,75,1,3,33,29,6,3,0,48,3,15,13,8,6,3,0,27,3,4,9,7,3,1,0,57,6,4,2,3,0,1,2,57,18,6,6,1,4,1,69,3,3,0,0,0,7,33,17,0,15,3,62,29,3,0,5,11,4,7,2,0,6,4,65,16,57,2,4,3,1,0,0,67,75,0,0
57,2018,3,Spain,209779.8661,,195791.63,158488.4318,210773.8258,392830.7578,482377.717,,193545.9594,45000.0,245550.9562,150775.4844,245952.4957,158792.0704,,,232971.1614,175477.741,249286.9316,291760.301,188855.483,102665.9425,,,203725.143,225256.9055,355756.3228,,,,,,203725.143,262542.4533,108725.3885,274779.5575,563244.3237,,232763.4,212842.123,108725.3885,,,,,185429.2522,211471.086,216440.5519,,218566.2718,,219439.8224,258466.8451,,,117712.3444,247555.3887,116409.5668,288292.3913,141244.7165,,78498.39,142854.2067,220848.4813,177394.3941,215363.5682,,130857.0895,193300.0,177502.0089,415723.9506,,215790.6964,215646.7655,115909.4763,,68,0,1,34,25,5,3,0,40,2,13,15,7,3,0,0,28,1,15,5,5,2,0,0,61,5,2,0,0,0,0,0,61,7,2,3,1,0,1,66,2,0,0,0,0,13,19,15,0,21,0,58,20,0,0,4,12,5,13,2,0,2,6,60,10,58,0,6,1,2,1,0,58,64,4,0
58,2018,3,Russia,140247.5941,85053.9961,105355.9038,137161.1199,155479.7519,315422.2898,,,157225.2455,105691.9667,129121.4394,124594.328,198132.1527,286542.2765,123525.1827,,128639.4911,103337.3892,90350.9311,143161.6676,151043.2696,99830.4272,252735.8353,,121771.0055,168818.285,195401.2273,101262.3524,155413.9757,244149.5136,68651.1701,151770.1655,121771.0055,161382.2467,170393.5399,86541.0459,259778.0764,183578.3682,308899.1629,131869.7632,145731.564,231749.1084,142167.4136,,,142753.458,160618.7593,121688.3262,,172079.1198,77033.3333,146721.4262,184372.9382,152000.0,133675.9,104486.0192,89807.8431,106080.6243,77740.1503,110025.6851,,44850.8399,74506.7829,154684.4532,127568.56,145375.323,125574.3025,122890.3717,,,,,142639.6319,140695.6239,97000.0,,63,1,10,36,14,2,0,0,27,3,6,8,3,5,2,0,36,7,7,11,5,3,3,0,33,9,4,3,5,4,3,2,33,30,16,8,2,2,2,47,7,5,4,0,0,22,9,20,0,10,2,42,10,1,1,10,4,3,1,3,0,4,5,54,14,45,4,7,0,0,0,0,56,62,1,0
59,2018,3,USA,171115.1099,34712.2309,95972.1473,171731.468,225142.6893,249690.887,265231.2681,515880.9067,179654.7943,156038.0345,187057.1489,193880.1566,177881.0027,173986.7867,129190.6084,113598.652,160645.8991,108010.9458,156957.737,191236.0517,144475.6694,179288.7911,192438.8274,99688.8733,162229.6204,191969.7254,183721.5906,159215.9492,142158.3708,290339.925,132017.418,174543.9277,162229.6204,187185.2746,187877.0638,186100.9266,208581.4233,158931.8247,187278.1671,168539.7779,180100.0216,272568.9832,107875.9612,,73362.3154,174596.0515,189186.3032,140747.553,117093.3086,202366.9456,208690.6159,188457.618,214314.2996,210108.3991,133350.598,146682.0629,167705.8045,169816.4486,174878.2006,141361.0196,4454.652,79100.8783,158433.9963,177359.508,167008.5342,174450.0354,118201.9873,149321.5904,215370.0486,165882.0126,167726.1681,160300.951,167982.009,175366.7548,120330.1653,,590,35,96,290,113,23,31,2,325,20,134,70,38,40,18,5,265,26,113,51,28,27,15,5,376,87,45,16,18,19,15,14,376,214,82,70,17,11,34,508,59,14,7,0,2,171,109,199,1,102,8,424,137,4,3,67,69,28,87,29,1,34,24,532,93,474,23,17,48,38,13,13,461,543,47,0
60,2018,3,Canada,184657.8136,91360.0,76133.1618,156101.6263,256156.5862,232561.3751,270535.6833,,197570.3575,114866.9913,171624.7646,214362.8797,251776.992,198951.8023,181758.3444,,165440.8928,123679.418,157539.1554,191169.5212,134451.6191,156943.9534,388150.7375,,170816.3447,255423.1639,233170.3466,187228.14,108820.6273,166959.1139,103266.7558,200992.4621,170816.3447,214901.7047,181967.3956,215475.4025,217634.4125,266613.7875,298456.4576,185005.7656,201766.9778,213982.5778,87399.2688,40400.0,,208642.2116,181999.6071,191434.4605,,142022.4237,274715.175,198526.2973,227250.8057,,,162022.3867,205391.4811,172208.182,184497.7883,212112.811,,68296.9654,116060.1643,189321.2719,156354.4962,195542.3982,114698.6937,160335.369,213871.4501,117074.0125,113625.0,160200.0,188658.6652,187858.9616,113122.7454,,150,1,20,67,46,8,8,0,89,4,33,15,17,16,4,0,61,5,29,11,8,6,2,0,101,18,13,5,4,4,3,2,101,49,19,17,6,2,5,131,12,4,2,1,0,35,34,52,0,28,1,112,41,0,0,13,26,5,28,13,0,3,5,142,30,115,5,9,9,6,1,1,124,143,7,0
61,2018,3,Australia,195725.4006,31441.9889,113202.0102,177536.6587,231492.6601,207706.5353,408407.5458,,195829.5848,194054.1065,170880.5607,223993.616,205886.5957,243460.0433,163810.8324,155872.2189,195596.5162,189069.0594,200398.8767,275273.176,160445.2679,179741.2081,189084.3578,31294.9004,189061.7647,209623.9221,205090.5048,125553.0486,143813.5163,323072.7152,210432.5248,,189061.7647,210675.7714,271483.6991,207195.6907,163674.7791,131327.0064,146957.4857,186763.0578,291604.933,164387.474,,,,247619.7929,198614.3676,159900.0908,50000.0,208000.4948,163466.6667,199181.4253,218210.6974,,,156358.1943,199718.675,186615.6726,211150.4445,137865.3482,,23211.3646,77435.265,210877.982,161950.8133,209330.856,136760.904,197196.5104,215460.5666,191387.9419,121466.7235,220640.2975,194404.4082,198779.9025,186970.7725,,178,5,15,85,52,14,7,0,98,7,40,16,12,15,5,3,80,4,30,12,14,14,4,2,123,24,17,3,3,5,3,0,123,55,19,19,4,4,9,159,16,3,0,0,0,29,57,54,1,35,2,148,37,0,0,9,31,12,33,23,0,4,15,159,50,127,1,11,19,13,3,2,130,133,45,0
62,2018,3,Other,195807.2042,36230.0532,76497.1169,183514.4282,232524.7844,284480.2991,222075.4162,682000.0,200277.223,138758.3272,187568.4328,189671.4248,290567.3527,168214.2224,297676.036,230801.0995,190491.9962,129419.2458,211354.9654,199062.3499,143300.2604,280782.118,82384.2463,137738.875,193759.6095,183546.138,162553.9766,296141.7564,234535.3631,294793.3384,163913.4052,270615.8288,193759.6095,204475.8907,230193.4411,210415.3949,171149.3685,74000.0,162074.9267,193228.8692,250989.472,274996.6505,73778.4647,,,169144.2022,178110.3131,201930.0141,443113.62,228750.97,99521.757,213159.6266,264642.4472,,389698.2765,208941.6719,198610.7755,197895.6677,196748.4145,238029.7552,4000.0,142781.6256,91096.8542,203749.8069,201415.8741,194240.3197,216617.4357,198373.4484,222675.9739,196947.5766,268793.0049,281417.4162,191864.895,201567.5703,130496.7721,,209,9,24,72,69,16,18,1,113,10,50,14,15,18,5,1,96,15,36,16,13,12,3,1,166,18,8,2,2,4,5,4,166,43,16,18,3,1,5,193,12,2,2,0,0,41,43,77,1,42,5,155,47,0,2,19,33,8,34,18,1,11,10,188,38,167,4,13,7,11,3,2,173,192,17,0
63,2018,4,South Korea,68944.8968,48600.6083,68144.6102,138301.1203,788894.7215,620000.0,503808.0544,,73100.7187,34167.6554,68917.7088,82928.0957,76010.1833,97106.67,41046.0096,41222.9412,65283.4878,15383.3333,71889.5909,65356.7126,65069.3597,61111.4906,29253.3011,3000.0,60008.2668,60365.7381,77948.3952,63233.126,70952.2497,61774.4585,72526.3135,127210.9655,60008.2668,72606.1745,75773.848,69769.8165,54724.1906,63251.3261,58870.7955,62904.0027,60472.0141,82949.9157,101403.2667,205608.5364,57539.8732,86720.7011,66660.4335,63398.5139,62387.9222,65308.6907,48093.1871,72119.7574,82089.1911,,,91267.5687,66572.3933,64160.8425,62201.6353,53732.9875,18369.3983,31663.909,40435.9073,76643.7024,47846.1702,72163.809,69777.0289,69288.0062,83262.1066,91721.1604,125392.9129,54525.0243,65562.034,77094.0695,68496.5055,39189.6308,684,277,369,33,2,1,2,0,317,8,97,107,43,26,26,10,367,4,145,98,49,49,21,1,189,116,86,68,41,59,76,49,189,495,329,115,18,22,11,355,158,98,58,7,8,135,112,196,39,192,10,541,67,0,0,18,60,8,51,3,20,108,30,546,108,553,23,82,68,30,5,11,488,152,447,85
64,2018,4,Taiwan,96016.1076,87769.1272,84762.6158,126007.0335,213744.44,121000.0,373629.0147,,95921.2898,39364.5133,90096.5754,94241.0036,110424.3315,89786.1641,102500.1327,66000.0,96084.0924,92770.6667,93398.7332,90800.3057,91946.549,103385.419,142940.1131,53333.3333,85231.7199,77733.2102,96663.9774,86276.708,89254.6145,92798.5448,118761.1662,158399.4851,85231.7199,98120.3613,108985.2114,87986.2768,74153.0955,51986.7634,64080.3358,84118.7443,101400.9345,112996.223,118717.3403,158828.3089,123000.0,133058.7689,90667.53,84706.3841,85342.8418,107411.116,76742.2195,96703.2583,91303.8043,444559.0,,135473.695,89368.0978,239924.5565,96991.7197,130850.8618,,63200.0296,81341.0954,111855.2452,80828.465,102772.1858,91853.9711,94011.9982,88938.7386,110798.7829,99132.6181,35637.5867,96742.1641,100279.6303,87025.1024,,580,7,427,135,7,1,3,0,247,2,58,79,43,35,29,1,333,1,86,119,55,52,19,1,89,79,94,42,55,111,76,34,89,491,278,168,28,8,9,302,145,80,46,6,1,52,100,243,27,152,6,506,177,1,0,13,20,3,44,7,0,186,39,355,181,377,22,87,43,13,4,2,431,394,186,0
65,2018,4,Hong Kong,139477.0943,74609.293,119086.4012,167068.4767,252518.8927,,627355.9,,132707.4622,203942.4164,123822.3839,127765.4216,123941.8869,153098.5101,148767.1304,,144656.1521,86366.3625,120956.3763,155248.4512,150217.4987,152522.5561,161711.9315,10824.075,119779.2672,138916.3384,125335.0421,117484.2793,132575.1326,141712.3161,158229.7532,175566.368,119779.2672,142201.5195,148422.5028,129137.3954,136066.7365,81995.0219,148411.6571,124994.6586,146351.6323,147817.1817,162280.8741,100914.6183,69400.0,140956.9511,140059.0539,128351.8437,54132.8309,161158.5086,108092.9164,140877.7455,150657.0862,230891.7827,,85716.7054,168320.964,246683.1882,153367.4756,172436.0162,,75712.0032,119755.431,151330.6132,137664.8924,140622.0683,109521.4084,112347.517,124308.058,185190.5909,88396.6125,204750.0,141248.9929,145654.1562,124452.8883,,642,17,360,251,13,0,1,0,278,2,58,85,63,43,27,0,364,2,86,103,83,66,23,1,74,71,71,64,69,124,108,61,74,568,400,134,15,11,8,242,201,124,65,9,1,54,173,254,6,152,3,593,139,2,0,8,12,4,39,2,0,58,94,490,95,532,15,48,39,18,1,1,535,446,196,0
66,2018,4,China,196878.8765,131519.0109,182356.1175,218225.001,356699.6972,,328613.848,,179489.2563,82824.4496,192404.1722,191794.3636,168193.1482,137262.9296,109908.1839,49929.7408,206265.4426,78326.8036,230845.7827,206998.6324,173733.3215,166511.6386,71394.8363,50578.2562,180662.4665,197446.2629,220412.866,206702.1983,269164.2314,198755.5979,210076.8852,325754.4722,180662.4665,217084.3869,213499.7288,233625.4417,181809.5722,105350.9222,219985.7318,190462.147,205905.196,209748.8975,267578.2954,185558.6497,181583.5669,288327.8062,170233.8196,148195.0462,189686.8828,233499.6159,215330.934,193201.5801,189305.1611,289534.45,,208309.7575,269631.0682,471283.63,220071.5912,269063.141,,146146.7134,206494.2264,229515.3773,171952.23,211472.1623,133491.8294,163582.1,205098.2266,240679.4511,,,202712.1024,205730.174,116095.8338,,823,21,494,293,10,0,5,0,291,2,83,128,36,29,9,4,532,4,226,172,69,43,16,2,438,130,76,44,40,51,25,19,438,385,241,121,13,7,3,582,123,75,32,5,6,94,164,255,68,234,8,740,212,1,0,20,11,2,85,1,0,300,77,446,267,535,21,137,49,9,0,0,628,726,97,0
