,year,term,country,c_all,c_within_3days,c_4to6days,c_7to13days,c_14to20days,c_21to27days,c_28to90days,c_91days_to_1year,c_male_all,c_male10s,c_male20s,c_male30s,c_male40s,c_male50s,c_male60s,c_male_over70,c_female_all,c_female10s,c_female20s,c_female30s,c_female40s,c_female50s,c_female60s,c_female_over70,c_japan_first,c_japan_second,c_japan_third,c_japan_fourth,c_japan_fifth,c_japan_sixth_to_ninth,c_japan_10_to_19,c_japan_over20,c_japan_zenkai_hajimete,c_japan_zenkai_ari,c_japan_zenkai_1year,c_japan_zenkai_3year,c_japan_zenkai_5year,c_japan_zenkai_10year,c_japan_zenkai_over10year,c_japan_pastyear_0,c_japan_pastyear_1,c_japan_pastyear_2,c_japan_pastyear_3to5,c_japan_pastyear_6to9,c_japan_pastyear_over10,c_single,c_partner,c_family,c_colleague,c_friend,c_doukou_other,c_hotel,c_ryokan,c_condo,c_ryo,c_friend_house,c_hostel,c_capsule,c_yuryo,c_stay_other,c_no_stay,c_tour,c_package,c_own,c_store,c_web,c_phone,c_income_500,c_income_1000,c_income_2000,c_income_3000,c_income_over3000,c_income_unknown,c_fsa,c_lcc,c_ship,a_all,a_within_3days,a_4to6days,a_7to13days,a_14to20days,a_21to27days,a_28to90days,a_91days_to_1year,a_male_all,a_male10s,a_male20s,a_male30s,a_male40s,a_male50s,a_male60s,a_male_over70,a_female_all,a_female10s,a_female20s,a_female30s,a_female40s,a_female50s,a_female60s,a_female_over70,a_japan_first,a_japan_second,a_japan_third,a_japan_fourth,a_japan_fifth,a_japan_sixth_to_ninth,a_japan_10_to_19,a_japan_over20,a_japan_zenkai_hajimete,a_japan_zenkai_ari,a_japan_zenkai_1year,a_japan_zenkai_3year,a_japan_zenkai_5year,a_japan_zenkai_10year,a_japan_zenkai_over10year,a_japan_pastyear_0,a_japan_pastyear_1,a_japan_pastyear_2,a_japan_pastyear_3to5,a_japan_pastyear_6to9,a_japan_pastyear_over10,a_single,a_partner,a_family,a_colleague,a_friend,a_doukou_other,a_hotel,a_ryokan,a_condo,a_ryo,a_friend_house,a_hostel,a_capsule,a_yuryo,a_stay_other,a_no_stay,a_tour,a_package,a_own,a_store,a_web,a_phone,a_income_500,a_income_1000,a_income_2000,a_income_3000,a_income_over3000,a_income_unknown,a_fsa,a_lcc,a_ship
21,2018,2,South Korea,59467.4639,44145.5819,64745.9871,123085.155,89510.7185,,155898.6099,,60723.3515,70053.2579,54500.8657,70648.5463,59738.711,53347.0925,55347.1517,41161.9802,58285.1399,60455.2874,61010.8231,68502.1635,45517.0733,43077.0195,32370.2739,45048.7512,56142.8802,58246.8277,52545.6204,63810.9359,63705.6683,70465.0682,66948.8228,69976.444,56142.8802,61022.99,62138.1816,58765.668,69728.7505,50787.2544,63804.8064,57579.9587,59960.8521,59659.1988,69616.2211,90996.4848,45620.0,68837.0491,58326.7532,56991.4277,44145.2839,59013.8566,13507.7125,61580.7181,78276.0002,41565.3058,224400.0,52684.4773,59942.6131,60966.6897,56084.5189,14504.5698,16816.5868,28294.0763,33003.1814,64281.2966,42595.6769,62167.6196,57434.1354,56473.7395,61155.865,67468.4547,84194.2644,100291.8557,59110.3774,60391.257,60738.6732,37804.1764,680,282,372,22,2,0,2,0,330,5,108,101,48,34,26,8,350,7,159,82,51,23,17,11,203,135,98,64,50,60,40,30,203,477,298,128,17,21,13,382,150,87,54,6,1,142,127,187,26,185,13,499,75,2,1,13,56,16,65,2,32,93,25,562,116,542,22,56,50,16,2,6,550,149,446,85
22,2018,2,Taiwan,79490.5306,64594.9002,67810.2465,124864.8877,120101.9688,327342.8291,204093.0655,,76955.3536,16646.6288,90011.7275,76271.6008,81621.4141,69789.3604,58343.9642,54176.5778,81490.3382,38018.5819,76635.8437,95056.2975,82060.9495,68934.1984,71683.5329,49509.4174,61135.3335,71275.3725,77800.1708,83459.1227,88772.0172,103234.3984,81428.0464,94316.4667,61135.3335,84752.2178,91267.0966,79187.182,71809.6898,60682.7783,63474.5803,69609.9148,83011.8133,112628.3829,86187.1539,62166.242,115462.9065,99414.3027,78605.067,72467.3833,57062.2215,90557.6023,59569.7429,76175.1134,70863.0192,35000.0,91117.0025,113879.0913,86350.684,110770.7923,112415.5176,97200.0,,44392.7405,76129.1194,104055.0069,56425.365,97801.6328,56441.8107,77302.6369,79043.3011,87170.216,,61119.3749,80138.1081,77654.2998,83349.7254,,600,20,463,109,4,2,2,0,261,3,53,91,51,32,23,8,339,7,94,103,61,46,25,3,122,85,80,54,79,80,69,31,122,478,282,139,31,15,11,318,148,78,47,5,4,54,101,256,41,142,6,507,176,1,1,19,14,6,59,1,0,239,52,309,246,325,29,137,34,9,0,4,416,419,181,0
23,2018,2,Hong Kong,123177.1437,81465.2306,108005.8185,145628.6616,132989.0753,,,500981.6851,117571.8238,84409.8837,104541.4044,125801.2921,108308.144,139653.3072,135018.9442,135699.8494,126735.2105,108897.7291,127244.5509,126875.684,132537.4376,123465.9132,121567.9226,183897.4564,91812.9289,117181.2872,138301.043,118552.595,156614.5477,121360.1067,127888.1187,142134.8448,91812.9289,129922.4386,128617.2759,138960.6163,118252.1525,103234.1798,126506.5403,116900.9153,120781.6932,138721.4682,134655.9112,109183.5174,47210.0047,130108.2833,124926.5027,108643.3755,124012.6362,138150.5282,95808.1461,122814.6779,149487.277,,,140757.8634,95096.3598,181485.6817,115411.1887,126260.886,,94914.9948,95062.1215,131292.0312,109951.0237,127307.9542,90664.6303,118761.834,124854.7639,154753.9417,149887.088,182958.9358,121720.1281,125864.1968,117573.1302,,638,11,368,248,10,0,0,1,248,13,60,73,48,28,22,4,390,21,102,105,79,65,15,3,109,77,66,74,58,92,104,58,109,529,349,132,21,16,11,289,152,110,78,6,3,60,165,222,10,178,3,555,143,0,0,10,13,2,69,2,0,62,80,496,112,508,18,72,53,21,4,3,485,418,220,0
24,2018,2,China,181564.3037,96736.6277,167072.7646,198974.1686,222789.6859,355133.1997,805803.4523,,175573.3685,534363.9673,191582.8063,168919.8279,128015.9049,153055.2829,181437.8375,335534.6982,184667.4534,105778.6261,186007.5748,168686.8536,238945.1384,174306.2592,239599.1192,18500.0,162345.3157,200473.673,228175.6257,154853.596,264228.6983,214450.1786,229115.1446,211092.0852,162345.3157,211088.7,207702.6037,219194.6848,188402.7201,216752.3547,289039.087,173098.935,211353.1449,189580.0038,224805.4239,146237.2743,566680.351,209234.3561,186463.8632,142041.9669,148758.9637,216376.8744,153634.1786,178670.9789,163547.5472,132100.9139,,220536.2533,183973.2528,165529.9583,207624.3986,145715.437,,130264.4755,172041.3147,219785.4062,148775.4794,198255.2586,195781.5473,163354.8851,218120.0541,203925.4096,,332631.0659,179083.4144,182902.2277,167142.7245,,850,14,525,294,10,4,3,0,299,2,88,139,26,27,15,2,551,3,215,201,62,54,15,1,489,139,82,35,28,35,26,16,489,361,227,101,23,5,5,623,125,62,34,3,3,91,199,255,63,237,5,735,275,3,0,19,6,3,110,3,0,327,66,457,285,530,35,139,77,26,0,7,601,765,85,0
25,2018,2,Thailand,92491.1564,28885.9657,64983.3271,128524.9882,81750.068,31194.64,,,86629.5585,61222.1656,62310.9846,110014.2268,101141.5315,57274.8049,45647.744,,96744.5174,72553.0817,84831.9688,153435.5833,75642.5746,64276.7157,47872.3,,77883.6,112772.0618,84160.3043,65308.8247,95752.7811,123451.7544,126755.104,98089.0591,77883.6,99230.7267,99706.277,82140.6987,113640.3689,217590.1955,73186.8639,87112.4371,90489.0418,121619.6151,91628.3869,52248.025,78075.6539,90975.485,100603.9293,86856.7372,163231.0805,95321.0387,111861.7377,94250.0796,103866.7929,29909.0974,38000.0,80911.7985,80238.2264,148280.0398,131222.7478,102291.4463,,35770.2787,69453.1821,111877.775,74138.498,100266.7009,49793.832,88537.5005,146627.2421,110254.8749,11500.0,84775.9349,92247.6826,111260.4856,72542.5178,,268,10,124,123,10,1,0,0,113,12,19,41,25,13,3,0,155,8,58,42,30,14,3,0,81,49,29,32,27,25,16,9,81,187,118,50,9,7,3,150,62,38,14,1,3,32,33,138,7,54,4,225,43,3,1,10,29,4,17,2,0,52,19,197,56,201,11,54,6,6,1,2,199,150,118,0
26,2018,2,Singapore,143337.1437,75984.5478,107999.6747,148739.8102,189224.2036,,,,156622.5729,,141429.2433,193499.125,302626.5408,74441.9579,101164.0387,61759.3692,131408.0748,151378.2559,107702.7637,103944.9787,232516.9795,134242.9475,108220.1656,,156447.9765,156218.3322,106243.2238,167553.0065,100830.804,142052.0247,97041.2113,357112.4387,156447.9765,138568.6396,115488.9858,154827.8444,153990.078,192725.3585,125376.427,156906.3145,86717.7982,179941.2115,146224.5424,153600.0,,170060.0979,130851.2558,145352.2798,95984.8793,155084.8745,77139.6604,149142.1766,148946.7031,,,,136189.0695,,125701.9818,49785.4085,,51879.101,56277.1404,159269.843,92133.17,153362.2398,65592.9596,127125.2494,104827.5556,98220.6094,205250.0,136571.2321,145863.5247,155192.5446,105467.1128,,125,1,30,87,7,0,0,0,59,0,19,15,9,8,5,3,66,3,20,16,9,15,3,0,29,24,21,10,10,22,7,2,29,96,46,34,4,6,6,79,31,9,5,1,0,7,31,54,1,29,3,109,29,0,0,0,6,0,18,1,0,15,3,107,17,106,2,8,7,2,1,2,105,93,32,0
27,2018,2,Malaysia,96570.3818,32505.8631,77820.456,100978.1848,168737.0796,189562.0005,260156.6602,,85892.5434,80503.2592,95087.4709,94549.2742,83535.4414,79972.5053,51201.3411,10000.0,103796.0556,105876.9219,95264.7158,120894.6065,93560.8959,73248.5664,189809.8022,,86832.0796,110769.4963,110296.8012,97803.8539,86723.2596,108428.3132,168875.2391,,86832.0796,109406.9696,107624.6476,112622.672,101533.2466,113663.7475,88263.0656,94485.2326,99554.9713,104810.275,,337751.1309,,112904.9709,104785.0723,87588.0036,35193.8409,102248.4605,71847.9773,89516.7712,86366.5451,35500.0,95000.0,95075.7395,90494.5775,69918.8213,122259.6194,99870.9157,,53070.3082,108432.4761,112151.4456,66062.6751,105852.8569,108590.6926,92449.7784,92343.9999,133674.2256,,335600.0,95738.8974,100110.4725,94295.1521,,262,3,89,157,10,1,2,0,106,3,29,37,12,11,13,1,156,4,52,50,20,24,6,0,149,60,20,14,8,7,4,0,149,113,41,56,8,5,3,221,26,14,0,1,0,18,54,91,6,91,2,168,39,1,1,9,24,4,79,8,0,72,19,171,65,189,8,29,7,3,0,1,222,105,157,0
28,2018,2,Indonesia,117781.7139,66300.0,80418.9112,129661.4764,161095.7056,,,,129468.7471,,97105.7204,113632.7086,185409.3159,111143.1045,156630.1655,,109399.6506,83610.6296,93362.6611,128926.1057,105747.3214,91476.1335,147228.7082,,112699.1751,137352.5847,104288.1132,93414.093,147316.9439,78041.8377,145585.0287,176425.2642,112699.1751,126699.4948,110457.595,121569.0011,151024.7652,164459.7309,131914.9301,119172.8268,123454.2641,87092.6197,99350.2316,,,132910.05,137635.2288,100716.586,109682.918,157331.7966,96638.414,123415.4986,97316.4464,267930.0,,84303.4285,140111.3431,68376.6775,113211.6964,76509.8757,,137558.3348,35703.4332,125007.3543,115891.228,118717.3646,137512.266,128723.5019,81500.0,167012.6859,,,117060.1468,114648.5687,149625.7088,,166,1,45,113,7,0,0,0,70,0,19,22,18,6,5,0,96,7,33,36,15,2,3,0,106,27,8,6,9,5,3,2,106,60,26,16,10,6,2,140,15,8,3,0,0,14,27,87,7,24,7,130,27,1,0,8,8,2,33,4,0,26,17,123,80,82,4,11,2,1,0,0,152,150,16,0
29,2018,2,Phillipines,110763.0716,12000.0,102720.4447,114807.359,85091.9628,141969.432,229512.6852,116019.2551,102309.3928,47389.3734,104173.2529,128422.7213,98514.7443,76330.1467,135319.3381,87177.6765,115794.4702,72262.9611,108229.3527,87187.2851,174071.9074,115114.3483,126021.9118,,113571.3495,68146.4848,89328.327,288327.6168,115891.8346,172642.1427,67998.955,95320.8112,113571.3495,107829.0873,133458.102,83915.3395,106209.5675,75428.7923,59749.7045,103414.48,141175.2727,137643.7721,83891.2079,,,127422.5925,185471.1871,94014.0376,69266.7411,106021.565,40723.8,130406.9753,124273.068,,37105.9114,90760.7823,29252.7358,72612.0,101996.3732,109641.0,,39540.5302,102805.5083,119018.8951,114070.1754,110045.964,44500.0,63449.1603,130848.0844,64422.1186,315644.6765,263708.929,113323.2243,138474.473,89893.5116,,189,1,70,100,9,1,5,3,70,5,22,15,16,7,4,1,119,10,29,38,27,9,6,0,94,39,25,10,7,7,4,3,94,95,47,33,6,2,7,142,30,11,6,0,0,20,26,112,4,26,1,112,12,0,3,23,6,2,56,1,0,18,11,160,51,137,1,24,6,2,2,2,153,86,103,0
30,2018,2,Vietnam,93666.2714,38961.0715,77445.874,143946.6806,358492.2113,,22188.178,71000.0,99976.5869,13629.8258,101247.9338,67045.5407,129898.853,125779.4619,132360.2233,,88453.4043,82463.5048,82500.7486,87993.8853,94914.3427,104085.8784,92537.8003,44403.395,80656.916,173714.1051,62983.9538,124196.0815,103142.8241,143290.9634,321893.2608,164113.35,80656.916,153994.2793,160438.959,160651.2549,70550.1208,123667.655,,87134.59,155051.5707,128935.8759,218041.8833,131000.0,125920.0,87540.6132,103031.9646,98355.2433,96821.3779,88812.654,59879.4573,98560.0034,98349.5467,,22188.178,102415.0022,60864.5287,16000.0,119603.0692,59067.41,,69147.6133,111228.6009,140892.1409,92342.0245,107515.4631,62749.0075,94659.3432,94526.4595,,,,93523.2379,93544.88,114634.9667,,188,14,125,45,2,0,1,1,84,3,26,22,18,12,3,0,104,2,32,34,13,12,9,2,154,15,4,7,2,2,3,1,154,34,18,13,2,1,0,170,7,5,4,1,1,22,24,54,30,53,5,155,55,0,1,11,3,1,7,1,0,119,16,53,122,49,17,21,3,0,0,0,164,187,1,0
31,2018,2,India,116287.5425,18908.95,87486.5699,116217.1597,57157.1514,228423.1768,281333.3333,,103483.2906,64828.242,100589.2897,146142.0928,81848.314,106179.8208,50907.092,,127593.9453,56000.0,111673.0516,139430.4285,68640.7257,119275.1912,214606.9641,,110570.8748,91300.1101,95572.8496,,,336010.9689,151500.0,,110570.8748,153956.6701,131460.3319,126090.89,13333.3333,149846.7484,400000.0,115351.348,169036.48,95572.8496,,,,139034.9693,100080.2532,136292.4222,122869.2641,44994.9973,144843.938,119792.6959,112814.5315,,,175248.0135,76691.9794,155511.1463,145911.5973,125350.5662,,40324.7051,35524.7311,158238.2,74887.4267,180212.5043,59951.1576,98558.4316,153951.8348,116830.993,172866.062,,115140.2863,120063.7051,56547.741,,68,2,7,50,4,4,1,0,32,2,6,10,4,5,5,0,36,1,11,7,5,6,6,0,59,4,2,0,0,2,1,0,59,9,4,1,1,2,1,64,2,2,0,0,0,7,20,29,3,7,2,59,7,0,0,4,4,2,9,2,0,21,3,44,38,27,3,11,5,2,1,0,49,64,4,0
32,2018,2,UK,161598.1786,50099.089,91139.71,149458.6095,180273.7728,246526.8433,348713.4869,,176156.2519,,159094.7851,224565.2467,204111.3152,173500.0,202864.1924,71228.0069,143320.3484,104580.2537,158677.7887,172083.7088,227622.7041,150901.6971,149972.1427,46119.9661,142557.8608,227283.9886,321078.4451,164017.2495,240600.0,216356.9534,73250.0,180686.38,142557.8608,230152.4235,334126.0685,146430.7408,368831.9566,240101.7106,157466.3281,154438.2287,187407.4895,380149.9936,,,,181466.4987,169164.2306,105481.173,,165490.0607,,163874.8113,215606.4005,,,162603.6313,129815.3392,161680.6548,283639.3763,95248.4047,,27247.3877,85284.3,200205.0374,148976.495,175772.5873,60218.6291,182501.1985,192650.4228,147487.1913,170147.7719,202315.414,155885.7015,162442.5969,154374.5668,,102,2,12,47,33,5,3,0,57,0,18,11,11,2,8,7,45,2,14,9,2,5,6,7,80,12,4,1,1,1,1,2,80,22,4,8,3,4,3,98,1,3,0,0,0,29,43,17,0,13,0,83,29,0,0,5,17,5,11,7,0,11,18,73,33,64,5,4,10,4,4,2,78,91,11,0
33,2018,2,Germany,179360.9069,49402.356,67177.4069,133302.394,185436.4988,321667.1026,312685.8826,,183801.2149,101339.8329,190710.7385,193583.6902,207906.7027,144273.258,113710.1968,,173356.4645,741744.557,189677.2073,167711.1679,137325.5453,108813.879,203513.1758,,179085.8104,178633.5431,181741.7263,143376.6214,289913.826,256541.6005,146014.1448,49528.0431,179085.8104,180078.4299,177839.2124,181814.3974,180844.0848,222310.602,99125.832,179539.1408,163626.7584,227309.5369,57722.7528,,,180678.9435,185275.2262,178694.8005,338538.092,173461.1522,3282.267,186080.9644,230061.2968,,,149150.031,239243.8168,273610.1785,217853.6821,206720.0647,,52155.0145,55225.9659,208393.1347,169360.4813,185115.3195,98466.6395,164978.0908,173352.206,301821.1358,39000.0,,179365.0434,179504.7257,172384.406,,155,1,8,60,61,22,3,0,89,1,29,36,9,9,5,0,66,1,23,21,10,9,2,0,111,25,7,2,1,4,3,2,111,44,16,16,9,2,1,139,10,5,1,0,0,39,42,29,1,43,1,123,47,0,0,13,28,7,31,7,0,14,16,125,45,107,3,11,6,3,1,0,134,152,3,0
34,2018,2,France,169984.0141,25000.0,77560.6639,117543.7473,223197.4227,215167.9872,357591.1656,,174072.4944,22751.085,215811.6563,188373.0706,141805.745,186903.5994,110617.1856,65000.0,163755.2127,157695.5271,149357.5764,192575.2007,149871.1811,285219.8499,127760.9971,39000.0,156235.5302,222107.9861,132842.4998,199939.6792,237001.3026,305189.5545,39000.0,,156235.5302,197347.3246,172245.4734,250811.5339,138895.8148,187532.676,153350.5234,169710.6734,188099.658,121652.6954,,,,138998.5759,188792.6278,145008.2172,,193641.3503,133745.6548,171116.051,201362.2667,,,107788.1424,217597.3053,46992.0026,219768.265,218061.9982,,93653.8349,74907.9789,184830.5433,90998.7136,188431.35,103971.6979,222584.8486,200346.2015,204572.2677,93000.0,,160154.2384,175634.9331,90970.6572,,112,1,5,50,43,11,2,0,67,1,17,25,10,4,9,1,45,2,16,11,5,3,7,1,75,19,7,8,1,1,1,0,75,37,12,12,2,8,3,100,9,3,0,0,0,20,45,25,0,20,2,88,33,0,0,5,13,1,30,8,0,13,5,94,21,90,1,11,9,2,1,0,89,104,8,0
35,2018,2,Italy,181460.0927,,131873.017,136558.9769,191267.3736,308551.482,630000.0,,182575.0647,,172382.1869,181739.7748,206955.8393,75773.878,282939.8498,,180044.936,,133070.0678,170288.3212,105143.5217,58609.9295,513308.6573,37000.0,171116.0755,198936.2665,140920.704,203893.057,,223500.0,,376752.945,171116.0755,232145.7774,265556.3753,209872.0455,,,,175343.9995,312906.537,123505.89,,,,174340.3548,208728.6595,148991.5416,122795.3895,182776.0303,143080.158,184151.3072,193724.5534,135856.479,,267445.0,177382.0256,210007.2647,130866.3827,146740.6452,,25580.4705,168188.9189,194726.8218,114509.3983,197896.5057,145406.324,262992.5841,135504.1115,278213.268,,,157202.7685,181460.0927,,,59,0,2,25,27,4,1,0,33,0,9,13,5,3,3,0,26,0,6,11,3,2,3,1,49,4,1,2,0,1,0,2,49,10,4,6,0,0,0,55,3,1,0,0,0,11,22,7,4,13,2,51,26,1,0,2,5,4,8,5,0,4,4,51,11,47,1,13,3,1,0,0,42,59,0,0
36,2018,2,Spain,222693.1932,,404017.36,185883.2307,247804.5248,295764.105,75000.0,,227361.2588,,254018.8451,212433.5057,252092.5483,256961.7137,118255.58,,208329.9141,,243155.456,182071.4202,238104.0008,177133.4475,,,195569.3487,394078.9741,249910.726,404017.36,269112.834,,,,195569.3487,339325.7243,164539.988,439659.848,260998.9933,308114.694,750545.054,226182.3855,164539.988,,,,,297501.8126,190214.7297,330772.1544,,205103.309,109205.208,232160.7972,195909.2862,,,144644.7817,140528.652,,190172.6496,180280.3755,,89777.9433,,230668.1081,293812.869,203803.3702,124850.0,216192.7863,180793.9163,130006.2,,32822.67,248562.652,225183.178,93213.9814,,53,0,1,22,28,1,1,0,40,0,9,19,7,3,2,0,13,0,2,6,4,1,0,0,43,5,3,1,1,0,0,0,43,10,3,3,2,1,1,50,3,0,0,0,0,9,29,5,0,9,1,44,13,0,0,6,4,0,12,3,0,3,0,50,12,40,1,9,11,1,0,1,31,52,1,0
37,2018,2,Russia,138640.7025,10000.0,77527.6945,141736.746,166850.8162,225646.5652,80000.0,,126331.733,,111952.4975,127530.1739,71705.7907,175425.0,213720.5776,,150989.3493,42118.6076,170630.2271,190174.2153,104716.0261,59842.3473,308500.0,98000.0,131665.2919,157994.7983,142951.4621,112846.8718,,218250.0,81425.0,236021.6533,131665.2919,150775.9348,213034.213,103541.6328,170085.6702,77130.6,147351.1725,128979.4615,272743.1116,97300.6416,,,,110496.4935,143745.6594,131627.8161,,147856.3265,253500.0,138634.63,163851.6642,,27750.0,83433.4501,131357.1218,110623.3333,201052.0721,83273.3333,,31153.5188,120608.6386,146198.3919,122613.9013,139980.4959,259464.2225,212276.1385,74989.67,,,585442.0,123034.0719,138640.7025,,,68,1,11,37,14,4,1,0,34,0,10,11,6,2,5,0,34,2,8,14,4,4,1,1,38,13,5,4,0,2,2,4,38,30,12,10,2,2,4,56,8,4,0,0,0,15,20,16,0,15,2,49,12,0,1,4,5,3,8,5,0,3,6,59,20,46,2,10,1,0,0,1,56,68,0,0
38,2018,2,USA,153638.9118,50959.2769,86897.4706,147326.3662,189972.8537,340639.994,339745.4961,,160646.3334,114234.7613,166405.3031,166583.4868,166191.0066,152331.0997,135833.2643,130576.6682,144824.789,169945.3562,129038.9139,162920.3847,152240.3463,155172.2423,147625.4327,108383.8886,143861.1589,177873.627,157755.2918,124291.3046,234004.0209,173693.4501,143506.3322,276921.8676,143861.1589,176596.6022,188234.4854,172004.5234,202964.3651,175475.1927,126362.7277,149684.8221,187493.9072,223593.951,110275.6986,127337.5398,39960.0,165839.5678,140767.154,153379.9883,96115.4441,163802.1827,104129.9521,160718.6813,169100.8961,280009.8352,76477.0837,156880.8744,163716.643,142402.0523,185359.1258,131739.2846,,51417.577,87228.4487,177163.7614,127841.1352,162201.0312,115007.1625,144330.1664,175901.4216,155126.0047,137031.6922,198282.8811,151439.478,157843.5368,83416.2631,,698,19,108,389,150,23,9,0,389,7,157,95,50,40,27,13,309,11,107,64,26,40,47,14,484,109,41,14,16,17,9,8,484,214,76,72,23,22,21,622,50,18,6,1,1,182,221,136,5,144,10,508,147,2,3,55,64,20,170,33,0,89,49,560,142,534,22,30,58,42,13,8,547,658,40,0
39,2018,2,Canada,163520.6547,16162.7922,114195.1146,134251.0429,184799.9932,203375.0955,566072.127,,172362.0356,114433.376,159845.6322,215172.7841,108868.8505,293780.6867,147704.2569,7699.2209,153808.6149,76048.1432,167965.2823,119233.6661,129923.6422,202464.2149,185173.1759,118556.9622,161798.7277,110341.0574,107615.223,436567.4464,,256307.8146,138677.5751,105194.5315,161798.7277,167977.2522,187860.2297,183819.7082,97962.7529,117772.6101,147158.3547,160740.4675,241132.2729,119986.5798,88146.5464,,,176122.5919,168318.8025,124785.3102,9470.445,179529.2313,183087.96,174043.4981,186204.7139,32501.55,,129115.7587,164996.8498,139045.7377,153344.0151,146333.6815,,45464.6209,60968.1,182869.307,177314.0715,160114.4591,137871.9347,148472.2184,109317.9372,144571.4689,147568.5709,219482.22,167265.9135,165791.7639,120243.596,,180,3,21,82,56,13,5,0,94,2,47,15,7,10,10,3,86,2,30,24,6,12,8,4,128,27,6,7,0,5,4,3,128,52,20,17,3,6,6,160,11,5,4,0,0,44,54,36,1,43,2,133,44,1,0,8,23,11,53,14,0,17,9,154,43,131,6,6,9,5,3,3,154,171,9,0
40,2018,2,Australia,188849.351,21374.5945,118081.6494,168796.1329,199740.2433,409825.3382,337702.3885,,189253.6849,,194480.1369,284591.8018,176015.6547,203366.9728,126881.6497,99434.5719,188338.5024,137323.1575,238878.2875,206178.1375,217230.9064,133213.6275,158674.4357,29867.4316,183091.5097,207988.1537,255847.0874,162892.6287,121622.2936,160339.0553,,154902.2506,183091.5097,202804.0112,223379.6626,232604.4331,149951.3239,151864.7374,138306.9295,186856.7019,263596.528,142647.843,34000.0,,,226969.4534,170195.0199,178736.4521,,220914.2898,50000.0,192116.7424,217796.1535,,,112720.117,230781.0397,308775.621,217484.711,190058.9334,,94798.41,82214.4977,222352.4784,183335.9963,196912.6829,67810.1393,165716.7942,262922.209,219108.8323,342148.8953,,176345.5213,191387.0433,179606.5281,,217,12,18,87,80,16,4,0,122,0,41,21,13,16,19,12,95,2,33,13,15,7,17,8,153,31,15,5,5,4,0,4,153,64,12,31,6,9,6,205,9,2,1,0,0,46,98,49,0,23,1,179,55,0,0,5,18,6,43,10,0,32,22,163,91,122,4,13,18,16,4,0,166,170,47,0
41,2018,2,Other,183683.1671,65218.9707,88659.0823,147363.236,181023.2448,323831.4451,462725.4377,,195714.1855,172811.43,182401.1971,193787.0483,181109.0322,335580.8855,66832.8745,,166445.5193,118000.0,141358.1307,192726.9991,197342.4758,138739.288,198474.2816,,174049.7622,202100.0934,159511.594,265313.5545,133305.4217,214817.768,119055.5786,430236.1144,174049.7622,204286.7337,237051.4822,201603.8279,156557.937,228808.2008,82253.316,177681.9782,286894.8761,119421.1822,158108.799,,,209435.5075,179655.3298,150580.7074,3646.9633,192529.4771,147792.7885,193967.1642,221494.9465,,27495.725,105223.0686,206647.611,183642.7026,197541.0136,291429.2714,,69696.3187,70502.759,195328.6154,177755.7906,180968.7187,282628.4497,164755.7425,198370.2525,191948.6328,157233.17,481068.33,180560.005,190847.169,128548.1982,,221,3,27,86,74,18,13,0,131,1,41,48,23,13,5,0,90,1,37,26,11,9,6,0,149,31,12,9,9,6,2,3,149,72,22,28,9,9,4,199,15,5,2,0,0,53,70,40,1,55,2,169,52,0,1,17,39,12,51,13,0,12,9,200,39,175,7,24,20,12,1,2,162,196,25,0
42,2018,3,South Korea,65801.9922,44091.5169,68118.2416,111843.483,273123.5975,172333.3333,436000.0,,64383.6838,43679.2407,64015.419,68298.0927,68333.1495,59392.9583,50603.5193,55754.4705,67386.7485,73424.714,69226.8617,79190.9967,50234.2247,47358.0498,57451.6157,55778.0,61247.5953,61233.8909,61379.871,64865.2363,79828.6894,67015.6428,68639.5028,103565.8956,61247.5953,67459.4739,70673.7555,66160.1419,41513.3007,55303.6205,53115.2965,61215.3021,64246.693,77426.1791,91743.3029,79076.1201,75776.4843,84169.8648,65180.9987,58311.0283,58965.2268,65644.3593,31846.1019,69424.2468,79331.8376,50878.2237,,95483.1661,60458.2421,58523.7261,72822.7579,48938.2481,12134.4848,34462.976,53374.4084,71386.1401,57073.8159,67353.8757,50458.3926,67615.0989,67702.0957,70593.5146,55718.2042,44383.6673,65216.8741,71180.0769,66565.0887,34013.5131,768,265,455,42,4,1,1,0,407,12,159,121,49,43,20,3,361,16,164,84,51,33,12,1,208,171,109,80,52,48,58,42,208,560,366,133,21,22,18,402,220,90,49,2,5,115,118,253,20,259,3,598,64,3,0,21,67,15,63,14,18,116,30,622,108,638,22,124,68,17,2,10,547,166,505,97
